Timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
20210519150530,909,0,-1,106,323,377,379,243.5,703,405
20210519150630,375,162,536,642,484,591,968,500,864,486
20210519150630,375,162,536,642,484,591,968,500,864,486
20210519150731,908,375,-1,53,644,751,378,243,1077,592.5
20210519150731,908,375,-1,53,644,751,378,243,1077,592.5
20210519150830,321,535,536,643,857,965,915,500,1237,672.5
20210519150830,321,535,536,643,857,965,915,500,1237,672.5
20210519150930,908,749,-1,53,1018,1125,378,243,1451,780
20210519150930,908,749,-1,53,1018,1125,378,243,1451,780
20210519151030,320,910,535,642,1232,1339,914,500,1611,859.5
20210519151030,320,910,535,642,1232,1339,914,500,1611,859.5
20210519151130,908,1123,-1,52,1393,1499,377,243,1773,940.5
20210519151130,908,1123,-1,52,1393,1499,377,243,1773,940.5
20210519151230,321,1284,536,643,1553,1660,914,500,1985,0
20210519151230,321,1284,536,643,1553,1660,914,500,1985,0
20210519151330,909,1443,-1,52,1767,1873,377,216,0,54
20210519151330,909,1443,-1,52,1767,1873,377,216,0,54
20210519151430,321,1658,536,643,1928,1998,916,500,215,161.5
20210519151430,321,1658,536,643,1928,1998,916,500,215,161.5
20210519151530,855,1818,-1,51,-1,105,378,216,378,243
20210519151530,855,1818,-1,51,-1,105,378,216,378,243
20210519151630,322,2000,482,589,160,267,915,500,593,324
20210519151630,322,2000,482,589,160,267,915,500,593,324
20210519151631,163,865,379,485,1187,1241,757,432.5,1566,837
20210519151631,163,865,379,485,1187,1241,757,432.5,1566,837
20210519151730,855,54,-1,-2,324,431,324,216,756,432.5
20210519151730,855,54,-1,-2,324,431,324,216,756,432.5
20210519151830,267,215,482,589,537,645,861,484.5,917,512.5
20210519151830,267,215,482,589,537,645,861,484.5,917,512.5
20210519151930,855,429,999,-2,699,805,323,215.5,1131,593
20210519151930,855,429,999,-2,699,805,323,215.5,1131,593
20210519151931,702,1403,918,998,1726,1780,163,135.5,0,26.5
20210519151931,702,1403,918,998,1726,1780,163,135.5,0,26.5
20210519152030,267,589,483,536,859,966,862,485,1292,700.5
20210519152030,267,589,483,536,859,966,862,485,1292,700.5
20210519152130,801,748,999,-2,1071,1178,271,189.5,1451,779.5
20210519152130,801,748,999,-2,1071,1178,271,189.5,1451,779.5
20210519152131,703,1774,917,970,1999,-2,162,134.5,323,188.5
20210519152230,268,910,429,536,1233,1340,862,485,1613,860.5
20210519152230,268,910,429,536,1233,1340,862,485,1613,860.5
20210519152231,108,1937,323,430,54,161,703,405,486,297
20210519152231,108,1937,323,430,54,161,703,405,486,297
20210519152330,802,1123,963,-2,1392,1499,269,188.5,1825,939.5
20210519152330,802,1123,963,-2,1392,1499,269,188.5,1825,939.5
20210519152331,648,0,863,970,268,322,108,108,648,378
20210519152331,648,0,863,970,268,322,108,108,648,378
20210519152430,267,1282,429,482,1552,1659,809,458.5,1984,0
20210519152430,267,1282,429,482,1552,1659,809,458.5,1984,0
20210519152530,803,1445,965,-2,1769,1822,216,162,0,54
20210519152530,803,1445,965,-2,1769,1822,216,162,0,54
20210519152531,648,325,810,917,594,701,108,108,1028,541.5
20210519152531,648,325,810,917,594,701,108,108,1028,541.5
20210519152630,215,1606,377,484,1929,1998,757,432.5,161,134.5
20210519152630,215,1606,377,484,1929,1998,757,432.5,161,134.5
20210519152631,55,486,217,324,756,863,650,379,1189,622
20210519152631,55,486,217,324,756,863,650,379,1189,622
20210519152731,802,1871,999,-2,53,160,270,189,431,269.5
20210519152731,802,1871,999,-2,53,160,270,189,431,269.5
20210519152830,215,1976,377,430,107,214,756,432,540,324
20210519152830,215,1976,377,430,107,214,756,432,540,324
20210519152931,802,108,999,-2,431,484,270,189,810,459
20210519152931,802,108,999,-2,431,484,270,189,810,459
20210519153030,214,216,375,429,485,592,755,431,917,512.5
20210519153030,214,216,375,429,485,592,755,431,917,512.5
20210519153032,108,1295,323,430,1618,1725,702,405,1997,0
20210519153032,108,1295,323,430,1618,1725,702,405,1997,0
20210519153130,748,376,909,998,646,754,162,134.5,1079,593.5
20210519153130,748,376,909,998,646,754,162,134.5,1079,593.5
20210519153131,593,1350,755,862,1672,1779,54,54,2000,0
20210519153131,593,1350,755,862,1672,1779,54,54,2000,0
20210519153231,215,644,429,536,966,1020,809,458.5,1346,727
20210519153231,215,644,429,536,966,1020,809,458.5,1346,727
20210519153330,749,803,964,-2,1125,1232,270,162,1505,807
20210519153330,749,803,964,-2,1125,1232,270,162,1505,807
20210519153430,214,1017,429,483,1286,1393,808,458,1719,887
20210519153430,214,1017,429,483,1286,1393,808,458,1719,887
20210519153530,749,1177,963,-2,1499,1553,216,162,1879,993
20210519153531,749,1177,963,-2,1499,1553,216,162,1879,993
20210519153630,161,1284,269,376,1553,1660,702,405,1986,1000
20210519153630,161,1284,269,376,1553,1660,702,405,1986,1000
20210519153631,0,108,161,268,431,539,541,324.5,811,459.5
20210519153631,0,108,161,268,431,539,541,324.5,811,459.5
20210519153731,748,1551,963,-2,1820,1928,216,162,108,108
20210519153731,748,1551,963,-2,1820,1928,216,162,108,108
20210519153830,161,1710,375,482,1999,-2,755,431.5,270,189
20210519153830,161,1710,375,482,1999,-2,755,431.5,270,189
20210519153931,747,1923,962,998,53,160,216,161.5,485,297
20210519153931,747,1923,962,998,53,160,216,161.5,485,297
20210519154030,161,0,376,482,268,376,755,431.5,648,378
20210519154030,161,0,376,482,268,376,755,431.5,648,378
20210519154130,749,162,911,998,432,539,216,162,811,459.5
20210519154130,749,162,911,998,432,539,216,162,811,459.5
20210519154230,161,322,375,482,592,699,755,431.5,1025,566.5
20210519154230,161,322,375,482,592,699,755,431.5,1025,566.5
20210519154330,749,482,910,998,805,912,216,135.5,1184,646
20210519154330,749,482,910,998,805,912,216,135.5,1184,646
20210519154430,161,696,323,430,966,1073,756,432,1399,726.5
20210519154430,161,696,323,430,966,1073,756,432,1399,726.5
20210519154530,694,856,910,998,1179,1286,162,135,1558,833
20210519154530,694,856,910,998,1179,1286,162,135,1558,833
20210519154630,161,1071,322,430,1340,1447,755,431.5,1773,914
20210519154630,161,1071,322,430,1340,1447,755,431.5,1773,914
20210519154631,0,2000,215,322,215,321,593,350,592,350
20210519154730,696,1230,910,998,1500,1607,161,134.5,1933,1000
20210519154730,696,1230,910,998,1500,1607,161,134.5,1933,1000
20210519154830,106,1390,322,429,1713,1820,755,405,0,27
20210519154830,106,1390,322,429,1713,1820,755,405,0,27
20210519154930,693,1603,855,962,1872,1979,162,135,162,108.5
20210519154930,693,1603,855,962,1872,1979,162,135,162,108.5
20210519154931,541,433,756,863,757,811,0,54,1137,622.5
20210519154931,541,433,756,863,757,811,0,54,1137,622.5
20210519155030,107,1762,323,376,1999,-2,702,405,324,216
20210519155030,107,1762,323,376,1999,-2,702,405,324,216
20210519155130,640,1923,856,963,54,161,108,108,487,297.5
20210519155130,640,1923,856,963,54,161,108,108,487,297.5
20210519155230,108,0,269,376,269,376,702,378,649,378.5
20210519155230,108,0,269,376,269,376,702,378,649,378.5
20210519155231,0,973,160,268,1242,1349,540,324,1675,891.5
20210519155231,0,973,160,268,1242,1349,540,324,1675,891.5
20210519155330,641,162,802,909,431,538,108,108,864,459.5
20210519155330,641,162,802,909,431,538,108,108,864,459.5
20210519155331,487,1135,702,809,1459,1512,0,26.5,1838,973
20210519155331,487,1135,702,809,1459,1512,0,26.5,1838,973
20210519155430,54,376,269,376,644,752,649,378.5,1077,592.5
20210519155430,54,376,269,376,644,752,649,378.5,1077,592.5
20210519155530,587,535,802,909,858,965,108,81,1237,672.5
20210519155530,587,535,802,909,858,965,108,81,1237,672.5
20210519155531,487,1562,702,809,1832,1939,0,27,108,108
20210519155531,487,1562,702,809,1832,1939,0,27,108,108
20210519155630,54,695,215,322,1018,1125,648,351.5,1399,753.5
20210519155630,54,695,215,322,1018,1125,648,351.5,1399,753.5
20210519155631,1000,1723,107,215,1993,-2,487,297.5,269,188.5
20210519155631,1000,1723,107,215,1993,-2,487,297.5,269,188.5
20210519155730,587,857,750,857,1180,1287,53,80.5,1560,834
20210519155730,587,857,750,857,1180,1287,53,80.5,1560,834
20210519155731,432,1884,648,754,53,106,1000,0,433,270.5
20210519155731,432,1884,648,754,53,106,1000,0,433,270.5
20210519155830,54,1070,216,270,1340,1447,596,352,1773,914
20210519155830,54,1070,216,270,1340,1447,596,352,1773,914
20210519155831,975,2000,52,159,215,322,432,270,595,351.5
20210519155831,975,2000,52,159,215,322,432,270,595,351.5
20210519155930,588,1229,750,857,1499,1607,0,53.5,1932,1000
20210519155930,588,1229,750,857,1499,1607,0,53.5,1932,1000
20210519155932,485,161,700,806,483,590,0,27,861,484.5
20210519160031,54,1498,269,376,1820,1927,648,378,53,80.5
20210519160031,54,1498,269,376,1820,1927,648,378,53,80.5
20210519160130,589,1604,750,804,1873,1980,0,54,161,108
20210519160130,589,1604,750,804,1873,1980,0,54,161,108
20210519160131,379,433,594,701,756,863,973,0,1136,622
20210519160131,379,433,594,701,756,863,973,0,1136,622
20210519160230,0,1763,162,215,1999,-2,540,324,324,216
20210519160230,0,1763,162,215,1999,-2,540,324,324,216
20210519160232,1000,702,107,214,1025,1132,487,297.5,1405,756.5
20210519160232,1000,702,107,214,1025,1132,487,297.5,1405,756.5
20210519160330,535,1925,697,805,53,160,0,27,486,297
20210519160330,535,1925,697,805,53,160,0,27,486,297
20210519160332,431,863,646,753,1186,1293,0,0,1566,837
20210519160332,431,863,646,753,1186,1293,0,0,1566,837
20210519160431,0,53,215,322,323,430,595,351.5,756,432
20210519160431,0,53,215,322,323,430,595,351.5,756,432
20210519160531,534,215,749,856,538,645,0,53.5,917,512.5
20210519160531,534,215,749,856,538,645,0,53.5,917,512.5
20210519160630,0,322,107,161,592,699,487,297.5,1025,566.5
20210519160630,0,322,107,161,592,699,487,297.5,1025,566.5
20210519160632,973,1403,52,159,1726,1779,432,270,0,26.5
20210519160632,973,1403,52,159,1726,1779,432,270,0,26.5
20210519160731,535,590,750,803,859,966,0,54,1292,700
20210519160731,535,590,750,803,859,966,0,54,1292,700
20210519160830,0,749,160,267,1072,1179,539,324,1451,779.5
20210519160830,0,749,160,267,1072,1179,539,324,1451,779.5
20210519160930,481,856,642,696,1126,1233,1000,0,1560,807
20210519160930,481,856,642,696,1126,1233,1000,0,1560,807
20210519160931,271,1830,487,593,-1,106,866,486.5,378,243
20210519160931,271,1830,487,593,-1,106,866,486.5,378,243
20210519161030,0,1123,107,214,1393,1500,540,323.5,1826,940
20210519161030,0,1123,107,214,1393,1500,540,323.5,1826,940
20210519161130,481,1282,696,803,1605,1659,0,26.5,1984,0
20210519161131,481,1282,696,803,1605,1659,0,26.5,1984,0
20210519161230,1000,1444,107,214,1767,1873,540,297,0,54
20210519161230,1000,1444,107,214,1767,1873,540,297,0,54
20210519161330,481,1657,697,750,1927,1998,0,26.5,217,135.5
20210519161330,481,1657,697,750,1927,1998,0,26.5,217,135.5
20210519161430,1000,1817,107,214,-1,52,486,297,378,243
20210519161430,1000,1817,107,214,-1,52,486,297,378,243
20210519161530,427,1978,642,749,161,268,0,0,540,324
20210519161530,427,1978,642,749,161,268,0,0,540,324
20210519161630,1000,53,107,160,323,429,486,297,755,432
20210519161630,1000,53,107,160,323,429,486,297,755,432
20210519161730,428,215,642,749,538,592,1000,0,918,513
20210519161730,428,215,642,749,538,592,1000,0,918,513
20210519161830,1000,375,53,160,699,806,485,297,1078,593
20210519161830,1000,375,53,160,699,806,485,297,1078,593
20210519161930,428,589,643,750,858,966,1000,0,1291,699.5
20210519161930,428,589,643,750,858,966,1000,0,1291,699.5
20210519162030,1000,751,53,160,1074,1181,485,297,1453,780.5
20210519162030,1000,751,53,160,1074,1181,485,297,1453,780.5
20210519162130,428,963,643,750,1233,1340,1000,0,1666,886.5
20210519162130,428,963,643,750,1233,1340,1000,0,1666,886.5
20210519162230,962,1125,53,160,1448,1556,433,270.5,1828,968
20210519162230,962,1125,53,160,1448,1556,433,270.5,1828,968
20210519162330,428,1284,589,696,1607,1714,1000,0,1986,0
20210519162330,428,1284,589,696,1607,1714,1000,0,1986,0
20210519162331,271,161,485,591,483,536,863,485.5,862,485
20210519162430,962,1497,52,160,1767,1874,432,270,53,80
20210519162430,962,1497,52,160,1767,1874,432,270,53,80
20210519162530,374,1658,590,697,1981,-2,1000,0,216,162
20210519162530,374,1658,590,697,1981,-2,1000,0,216,162
20210519162630,962,1871,53,106,-1,106,432,270,432,270
20210519162630,962,1871,53,106,-1,106,432,270,432,270
20210519162730,373,2000,589,696,214,268,968,0,594,351
20210519162730,373,2000,589,696,214,268,968,0,594,351
20210519162830,961,109,-1,106,379,485,432,270,758,432.5
20210519162830,961,109,-1,106,379,485,432,270,758,432.5
20210519162831,810,1081,999,-2,1404,1457,270,189,1782,945
20210519162831,810,1081,999,-2,1404,1457,270,189,1782,945
20210519162930,374,268,590,643,538,645,969,0,971,513
20210519162930,374,268,590,643,538,645,969,0,971,513
20210519162931,216,1242,431,538,1564,1672,812,460,1945,0
20210519162931,216,1242,431,538,1564,1672,812,460,1945,0
20210519163030,906,481,-1,105,750,857,378,243,1183,645.5
20210519163030,906,481,-1,105,750,857,378,243,1183,645.5
20210519163130,374,643,536,643,966,1073,915,500,1345,726.5
20210519163130,374,643,536,643,966,1073,915,500,1345,726.5
20210519163131,216,1670,432,486,1940,1998,812,460,216,162
20210519163131,216,1670,432,486,1940,1998,812,460,216,162
20210519163231,960,908,52,159,1231,1338,486,270,1611,859.5
20210519163231,960,908,52,159,1231,1338,486,270,1611,859.5
20210519163330,375,1015,537,644,1285,1393,916,500,1718,913
20210519163330,375,1015,537,644,1285,1393,916,500,1718,913
20210519163431,962,1283,52,159,1606,1713,432,270,1986,0
20210519163431,962,1283,52,159,1606,1713,432,270,1986,0
20210519163530,374,1390,482,589,1659,1766,915,500,0,0
20210519163530,374,1390,482,589,1659,1766,915,500,0,0
20210519163531,162,217,378,485,540,594,758,433,920,514
20210519163531,162,217,378,485,540,594,758,433,920,514
20210519163630,909,1549,-1,-2,1820,1927,325,216.5,108,108.5
20210519163630,909,1549,-1,-2,1820,1927,325,216.5,108,108.5
20210519163631,758,378,918,998,701,808,216,135,1080,593.5
20210519163731,374,1817,589,696,-1,52,968,0,378,243
20210519163731,374,1817,589,696,-1,52,968,0,378,243
20210519163831,908,1976,-1,106,160,267,432,243,540,324
20210519163831,908,1976,-1,106,160,267,432,243,540,324
20210519163931,373,53,588,695,323,430,968,0,756,432
20210519163931,373,53,588,695,323,430,968,0,756,432
20210519164031,909,216,-1,106,539,592,379,243.5,918,513
20210519164031,909,216,-1,106,539,592,379,243.5,918,513
20210519164130,321,375,536,643,698,805,969,500,1077,592.5
20210519164130,321,375,536,643,698,805,969,500,1077,592.5
20210519164230,856,483,999,-2,753,860,269,188.5,1186,620
20210519164230,856,483,999,-2,753,860,269,188.5,1186,620
20210519164231,647,1457,863,970,1780,1887,107,108,0,53.5
20210519164231,647,1457,863,970,1780,1887,107,108,0,53.5
20210519164330,321,749,483,590,1019,1126,916,500,1452,753
20210519164330,321,749,483,590,1019,1126,916,500,1452,753
20210519164431,856,910,-1,51,1232,1286,324,216,1612,860
20210519164431,856,910,-1,51,1232,1286,324,216,1612,860
20210519164530,268,1071,483,590,1393,1500,916,485.5,1774,941
20210519164530,268,1071,483,590,1393,1500,916,485.5,1774,941
20210519164631,856,1285,-1,-2,1554,1661,323,215.5,1987,0
20210519164631,856,1285,-1,-2,1554,1661,323,215.5,1987,0
20210519164730,268,1443,482,589,1766,1873,862,485,0,54
20210519164730,268,1443,482,589,1766,1873,862,485,0,54
20210519164830,855,1657,999,-2,1926,1998,323,215.5,216,135.5
20210519164830,855,1657,999,-2,1926,1998,323,215.5,216,135.5
20210519164930,268,1819,483,590,-1,106,862,485,378,243
20210519164930,268,1819,483,590,-1,106,862,485,378,243
20210519165030,854,1978,999,-2,161,267,323,216,540,324
20210519165030,854,1978,999,-2,161,267,323,216,540,324
20210519165130,268,53,482,590,323,430,862,485,756,432
20210519165130,268,53,482,590,323,430,862,485,756,432
20210519165230,801,215,999,-2,538,645,324,189,918,512.5
20210519165230,801,215,999,-2,538,645,324,189,918,512.5
20210519165330,268,429,484,537,699,806,863,485,1131,619.5
20210519165330,268,429,484,537,699,806,863,485,1131,619.5
20210519165430,800,589,999,-2,912,1019,271,189.5,1292,699.5
20210519165430,800,589,999,-2,912,1019,271,189.5,1292,699.5
20210519165530,267,803,483,537,1073,1180,862,485,1505,807
20210519165530,267,803,483,537,1073,1180,862,485,1505,807
20210519165630,801,964,999,-2,1287,1394,270,189,1667,887.5
20210519165630,801,964,999,-2,1287,1394,270,189,1667,887.5
20210519165730,267,1175,482,535,1445,1552,862,484.5,1877,992.5
20210519165730,267,1175,482,535,1445,1552,862,484.5,1877,992.5
20210519165830,801,1338,999,-2,1661,1715,271,189.5,2000,0
20210519165830,801,1338,999,-2,1661,1715,271,189.5,2000,0
20210519165930,268,1496,430,537,1819,1926,863,485.5,55,81.5
20210519165930,268,1496,430,537,1819,1926,863,485.5,55,81.5
20210519165931,108,379,323,430,649,756,703,405.5,1082,595
20210519165931,108,379,323,430,649,756,703,405.5,1082,595
20210519170030,802,1658,964,-2,1981,-2,270,189,216,162
20210519170030,802,1658,964,-2,1981,-2,270,189,216,162
20210519170031,648,541,864,971,864,918,108,108,1244,675.5
20210519170031,648,541,864,971,864,918,108,108,1244,675.5
20210519170130,213,1871,429,483,-1,106,809,458.5,432,270
20210519170130,213,1871,429,483,-1,106,809,458.5,432,270
20210519170230,747,2000,962,-2,214,321,216,162,594,351
20210519170230,747,2000,962,-2,214,321,216,162,594,351
20210519170330,214,108,376,483,378,485,808,458,757,432.5
20210519170330,214,108,376,483,378,485,808,458,757,432.5
20210519170331,55,1082,270,377,1405,1458,650,379,1785,946
20210519170331,55,1082,270,377,1405,1458,650,379,1785,946
20210519170430,747,322,909,998,591,698,216,162,1024,539.5
20210519170430,747,322,909,998,591,698,216,162,1024,539.5
20210519170431,595,1296,811,918,1619,1672,54,81,1998,0
20210519170431,595,1296,811,918,1619,1672,54,81,1998,0
20210519170530,215,483,376,483,752,859,755,431.5,1185,646.5
20210519170530,215,483,376,483,752,859,755,431.5,1185,646.5
20210519170630,748,642,910,998,965,1072,163,135.5,1345,726.5
20210519170630,748,642,910,998,965,1072,163,135.5,1345,726.5
20210519170631,594,1669,809,863,1938,1998,53,80.5,217,135.5
20210519170631,594,1669,809,863,1938,1998,53,80.5,217,135.5
20210519170731,214,909,429,536,1232,1339,808,458.5,1611,859.5
20210519170731,214,909,429,536,1232,1339,808,458.5,1611,859.5
20210519170830,748,1017,856,963,1285,1392,160,134,1717,886
20210519170830,748,1017,856,963,1285,1392,160,134,1717,886
20210519170831,539,1989,755,862,160,214,0,54,539,323.5
20210519170831,539,1989,755,862,160,214,0,54,539,323.5
20210519170930,161,1176,322,429,1445,1552,701,404.5,1878,993.5
20210519170930,161,1176,322,429,1445,1552,701,404.5,1878,993.5
20210519171031,748,1444,963,-2,1767,1820,216,162,0,54
20210519171031,748,1444,963,-2,1767,1820,216,162,0,54
20210519171130,161,1605,376,483,1928,1998,808,431.5,163,135.5
20210519171130,161,1605,376,483,1928,1998,808,431.5,163,135.5
20210519171230,696,1712,858,966,1983,-2,108,108,270,189
20210519171230,696,1712,858,966,1983,-2,108,108,270,189
